payment_id,invoice_id,direction,payment_date,currency,amount,amount_gbp,method,bank_reference
RCP-2024-02396,SI-2024-01362,RECEIPT,2024-06-06,GBP,7237.51,7237.51,BACS,BNK852789
RCP-2024-02397,SI-2024-01366,RECEIPT,2024-05-16,GBP,4487.7,4487.7,CARD,BNK739689
RCP-2024-02398,SI-2024-01367,RECEIPT,2024-06-12,EUR,26604.94,23900.76,bacs,BNK624720
RCP-2024-02399,SI-2024-01377,RECEIPT,2024-05-20,GBP,11110.27,11110.27,BACS,BNK920887
RCP-2024-02400,SI-2024-01379,RECEIPT,2024-06-11,GBP,11072.88,11072.88,CARD,BNK931437
RCP-2024-02401,SI-2024-01382,RECEIPT,2024-06-07,GBP,14620.5,14620.5,CARD,BNK718752
RCP-2024-02402,SI-2024-01383,RECEIPT,2024-06-06,GBP,40483.12,40483.12,CARD,BNK513572
RCP-2024-02403,SI-2024-01389,RECEIPT,2024-06-19,GBP,5377.1,5377.1,BACS,BNK212560
RCP-2024-02404,SI-2024-01395,RECEIPT,2024-05-17,GBP,14971.26,14971.26,CARD,BNK277455
RCP-2024-02405,SI-2024-01397,RECEIPT,2024-05-09,EUR,2374.33,2117.6,BACS,BNK774641
RCP-2024-02406,SI-2024-01398,RECEIPT,2024-06-28,EUR,10271.16,9214.59,CHEQUE,BNK707814
RCP-2024-02407,SI-2024-01400,RECEIPT,2024-05-30,EUR,6695.27,6034.26,BACS,BNK602705
RCP-2024-02408,SI-2024-01405,RECEIPT,2024-06-27,EUR,13513.97,12072.41,BACS,BNK962941
RCP-2024-02409,SI-2024-01409,RECEIPT,2024-05-24,GBP,24575.54,24575.54,BACS,BNK129332
RCP-2024-02410,SI-2024-01412,RECEIPT,2024-06-07,EUR,12257.58,10954.54,CHEQUE,BNK364928
RCP-2024-02411,SI-2024-01415,RECEIPT,2024-06-20,GBP,7942.4,7942.4,BACS,BNK683603
RCP-2024-02412,SI-2024-01419,RECEIPT,2024-06-12,EUR,37512.07,33699.27,BACS,BNK795860
RCP-2024-02413,SI-2024-01422,RECEIPT,2024-06-07,GBP,10372.97,10372.97,BACS,BNK104076
RCP-2024-02414,SI-2024-01424,RECEIPT,2024-05-24,EUR,30727.3,27631.99,BACS,BNK945378
RCP-2024-02415,SI-2024-01425,RECEIPT,2024-05-23,GBP,2710.03,2710.03,CARD,BNK107681
RCP-2024-02416,SI-2024-01428,RECEIPT,2024-06-27,EUR,11765.52,10510.47,CHEQUE,BNK974534
RCP-2024-02417,SI-2024-01429,RECEIPT,2024-06-13,GBP,19546.94,19546.94,CARD,BNK403731
RCP-2024-02418,SI-2024-01430,RECEIPT,2024-06-03,GBP,19684.76,19684.76,CARD,BNK919866
RCP-2024-02419,SI-2024-01432,RECEIPT,2024-05-23,GBP,32128.49,32128.49,CARD,BNK774159
RCP-2024-02420,SI-2024-01433,RECEIPT,2024-06-28,GBP,26761.74,26761.74,BACS,BNK297820
RCP-2024-02421,SI-2024-01437,RECEIPT,2024-05-31,GBP,5809.63,5809.63,bacs,BNK635224
RCP-2024-02422,SI-2024-01440,RECEIPT,2024-06-14,EUR,3467.65,3092.48,CARD,BNK326301
RCP-2024-02423,SI-2024-01442,RECEIPT,2024-06-24,GBP,29025.25,29025.25,BACS,BNK328575
RCP-2024-02424,SI-2024-01443,RECEIPT,2024-06-07,EUR,18158.57,16228.22,BACS,BNK963439
RCP-2024-02425,SI-2024-01446,RECEIPT,2024-06-28,EUR,22211.64,19926.77,CHEQUE,BNK978103
RCP-2024-02426,SI-2024-01460,RECEIPT,2024-05-31,GBP,22216.28,22216.28,CARD,BNK826667
RCP-2024-02427,SI-2024-01462,RECEIPT,2024-06-11,GBP,5297.57,5297.57,CARD,BNK303818
RCP-2024-02428,SI-2024-01465,RECEIPT,2024-06-04,GBP,5992.01,5992.01,CARD,BNK737690
RCP-2024-02429,SI-2024-01468,RECEIPT,2024-06-28,EUR,3224.82,2893.09,BACS,BNK233765
RCP-2024-02430,SI-2024-01470,RECEIPT,2024-06-07,GBP,2375.53,2375.53,BACS,BNK792834
RCP-2024-02431,SI-2024-01475,RECEIPT,2024-06-14,GBP,32635.72,32635.72,BACS,BNK935160
RCP-2024-02432,SI-2024-01477,RECEIPT,2024-06-20,GBP,3793.06,3793.06,CARD,BNK613535
RCP-2024-02433,SI-2024-01478,RECEIPT,2024-06-14,GBP,11672.75,11672.75,BACS,BNK496260
RCP-2024-02434,SI-2024-01479,RECEIPT,2024-06-14,GBP,15976.8,15976.8,BACS,BNK311703
RCP-2024-02435,SI-2024-01481,RECEIPT,2024-06-28,GBP,5696.2,5696.2,CARD,BNK765592
RCP-2024-02436,SI-2024-01482,RECEIPT,2024-06-07,GBP,11907.22,11907.22,BACS,BNK270503
RCP-2024-02437,SI-2024-01484,RECEIPT,2024-06-28,GBP,15517.75,15517.75,BACS,BNK266385
RCP-2024-02438,SI-2024-01489,RECEIPT,2024-06-20,GBP,2421.65,2421.65,BACS,BNK281491
RCP-2024-02439,SI-2024-01509,RECEIPT,2024-06-28,GBP,5661.64,5661.64,BACS,BNK486472
RCP-2024-02440,SI-2024-01546,RECEIPT,2024-06-25,GBP,9461.66,9461.66,BACS,BNK847235
PAY-2024-02441,PI-2024-00940,PAYMENT,2024-06-07,EUR,2807.92,2509.42,BACS,BNK329256
PAY-2024-02442,PI-2024-00982,PAYMENT,2024-06-14,EUR,2470.69,2203.38,CHEQUE,BNK809902
PAY-2024-02443,PI-2024-00983,PAYMENT,2024-06-21,GBP,4462.66,4462.66,DD,BNK976653
PAY-2024-02444,PI-2024-00986,PAYMENT,2024-06-14,EUR,1054.96,940.82,bacs,BNK359577
PAY-2024-02445,PI-2024-00987,PAYMENT,2024-06-03,GBP,329.63,329.63,DD,BNK406767
PAY-2024-02446,PI-2024-00994,PAYMENT,2024-05-31,EUR,3103.51,2793.8,DD,BNK366596
PAY-2024-02447,PI-2024-00996,PAYMENT,2024-05-31,GBP,959.64,959.64,BACS,BNK682566
PAY-2024-02448,PI-2024-00997,PAYMENT,2024-06-07,EUR,1600.04,1429.95,BACS,BNK122199
PAY-2024-02449,PI-2024-01002,PAYMENT,2024-06-28,EUR,58059.87,52087.37,BACS,BNK718283
PAY-2024-02450,PI-2024-01007,PAYMENT,2024-06-11,EUR,1646.0,1477.72,BACS,BNK647815
PAY-2024-02451,PI-2024-01011,PAYMENT,2024-06-06,EUR,1671.74,1497.47,CHEQUE,BNK116626
PAY-2024-02452,PI-2024-01014,PAYMENT,2024-06-21,GBP,2367.38,2367.38,BACS,BNK959129
PAY-2024-02453,PI-2024-01018,PAYMENT,2024-06-27,GBP,1863.48,1863.48,BACS,BNK467094
PAY-2024-02454,PI-2024-01019,PAYMENT,2024-06-14,GBP,9942.2,9942.2,DD,BNK227628
PAY-2024-02455,PI-2024-01021,PAYMENT,2024-06-07,GBP,1800.04,1800.04,BACS,BNK785875
PAY-2024-02456,PI-2024-01023,PAYMENT,2024-06-17,GBP,22020.6,22020.6,BACS,BNK322752
PAY-2024-02457,PI-2024-01029,PAYMENT,2024-06-12,EUR,1977.36,1776.38,CHEQUE,BNK251028
PAY-2024-02458,PI-2024-01030,PAYMENT,2024-06-28,GBP,2836.27,2836.27,CHEQUE,BNK868557
PAY-2024-02459,PI-2024-01033,PAYMENT,2024-06-12,EUR,2777.77,2495.43,BACS,BNK994881
PAY-2024-02460,PI-2024-01038,PAYMENT,2024-06-25,USD,334.98,243.2,BACS,BNK541855
PAY-2024-02461,PI-2024-01042,PAYMENT,2024-06-28,GBP,2871.97,2871.97,DD,BNK882973
PAY-2024-02462,PI-2024-01044,PAYMENT,2024-06-18,EUR,1435.08,1284.39,DD,BNK137630
PAY-2024-02463,PI-2024-01045,PAYMENT,2024-06-26,USD,4240.26,3060.39,CHEQUE,BNK260689
PAY-2024-02464,PI-2024-01046,PAYMENT,2024-06-14,GBP,1415.76,1415.76,BACS,BNK263033
PAY-2024-02465,PI-2024-01047,PAYMENT,2024-06-05,EUR,10527.73,9452.66,BACS,BNK221018
PAY-2024-02466,PI-2024-01048,PAYMENT,2024-05-31,GBP,1826.57,1826.57,CHEQUE,BNK313549
PAY-2024-02467,PI-2024-01049,PAYMENT,2024-06-05,GBP,2267.54,2267.54,bacs,BNK201447
PAY-2024-02468,PI-2024-01050,PAYMENT,2024-06-07,EUR,14655.35,13097.41,BACS,BNK179976
PAY-2024-02469,PI-2024-01051,PAYMENT,2024-06-14,EUR,4117.02,3671.6,DD,BNK283983
PAY-2024-02470,PI-2024-01053,PAYMENT,2024-06-14,GBP,2715.64,2715.64,BACS,BNK451079
PAY-2024-02471,PI-2024-01054,PAYMENT,2024-06-17,EUR,1042.24,932.88,DD,BNK137928
PAY-2024-02472,PI-2024-01055,PAYMENT,2024-06-13,EUR,1352.7,1209.01,BACS,BNK418463
RCP-2024-02473,SI-2024-01300,RECEIPT,2024-05-24,GBP,7219.15,7219.15,BACS,BNK879893
RCP-2024-02474,SI-2024-01301,RECEIPT,2024-05-16,EUR,10720.43,9540.57,BACS,BNK432901
RCP-2024-02475,SI-2024-01314,RECEIPT,2024-05-31,EUR,7256.55,6532.39,BACS,BNK686990
RCP-2024-02476,SI-2024-01338,RECEIPT,2024-06-26,EUR,2172.77,1950.06,BACS,BNK157866
RCP-2024-02477,SI-2024-01342,RECEIPT,2024-05-31,GBP,8956.58,8956.58,BACS,BNK121600
RCP-2024-02478,SI-2024-01345,RECEIPT,2024-07-26,GBP,28520.04,28520.04,CARD,BNK114422
RCP-2024-02479,SI-2024-01360,RECEIPT,2024-07-02,EUR,5091.84,4538.24,BACS,BNK975029
RCP-2024-02480,SI-2024-01364,RECEIPT,2024-07-25,EUR,8171.19,7276.82,CHEQUE,BNK490977
RCP-2024-02481,SI-2024-01371,RECEIPT,2024-06-14,GBP,7254.9,7254.9,CHEQUE,BNK912298
RCP-2024-02482,SI-2024-01375,RECEIPT,2024-05-31,EUR,14705.01,13237.54,BACS,BNK227148
RCP-2024-02483,SI-2024-01384,RECEIPT,2024-07-17,GBP,3073.02,3073.02,BACS,BNK159741
RCP-2024-02484,SI-2024-01391,RECEIPT,2024-07-22,USD,57172.87,40617.09,BACS,BNK654337
RCP-2024-02485,SI-2024-01392,RECEIPT,2024-06-11,EUR,9317.85,8365.25,BACS,BNK783705
RCP-2024-02486,SI-2024-01396,RECEIPT,2024-07-09,GBP,16580.69,16580.69,CARD,BNK758773
RCP-2024-02487,SI-2024-01401,RECEIPT,2024-06-18,GBP,7086.96,7086.96,BACS,BNK616674
RCP-2024-02488,SI-2024-01406,RECEIPT,2024-06-07,GBP,6604.28,6604.28,BACS,BNK859632
RCP-2024-02489,SI-2024-01417,RECEIPT,2024-06-14,GBP,12138.5,12138.5,BACS,BNK434281
RCP-2024-02490,SI-2024-01421,RECEIPT,2024-07-23,EUR,11907.27,10603.14,bacs,BNK867061
RCP-2024-02491,SI-2024-01423,RECEIPT,2024-07-23,GBP,19608.28,19608.28,BACS,BNK702647
RCP-2024-02492,SI-2024-01426,RECEIPT,2024-07-04,EUR,2309.11,2071.74,BACS,BNK514891
RCP-2024-02493,SI-2024-01439,RECEIPT,2024-06-04,GBP,34341.46,34341.46,BACS,BNK523716
RCP-2024-02494,SI-2024-01441,RECEIPT,2024-06-24,GBP,7325.05,7325.05,BACS,BNK883999
RCP-2024-02495,SI-2024-01447,RECEIPT,2024-07-29,EUR,18670.15,16418.49,BACS,BNK658680
RCP-2024-02496,SI-2024-01450,RECEIPT,2024-07-30,GBP,10654.42,10654.42,CHEQUE,BNK938975
RCP-2024-02497,SI-2024-01453,RECEIPT,2024-06-14,GBP,9104.7,9104.7,BACS,BNK965376
RCP-2024-02498,SI-2024-01454,RECEIPT,2024-07-05,EUR,19035.32,17045.6,BACS,BNK703587
RCP-2024-02499,SI-2024-01457,RECEIPT,2024-07-30,EUR,10310.63,9097.9,BACS,BNK923602
RCP-2024-02500,SI-2024-01459,RECEIPT,2024-07-23,GBP,3418.88,3418.88,CHEQUE,BNK802024
RCP-2024-02501,SI-2024-01461,RECEIPT,2024-07-18,GBP,5923.76,5923.76,BACS,BNK480087
RCP-2024-02502,SI-2024-01463,RECEIPT,2024-07-11,GBP,5091.86,5091.86,CHEQUE,BNK123550
RCP-2024-02503,SI-2024-01466,RECEIPT,2024-06-21,USD,5511.32,4000.8,CHEQUE,BNK922937
RCP-2024-02504,SI-2024-01472,RECEIPT,2024-06-28,USD,11132.72,8060.18,CHEQUE,BNK346047
RCP-2024-02505,SI-2024-01473,RECEIPT,2024-06-14,GBP,13187.33,13187.33,BACS,BNK127290
RCP-2024-02506,SI-2024-01474,RECEIPT,2024-06-21,GBP,45980.03,45980.03,BACS,BNK519989
RCP-2024-02507,SI-2024-01476,RECEIPT,2024-06-13,EUR,13088.51,11698.16,CHEQUE,BNK978770
RCP-2024-02508,SI-2024-01483,RECEIPT,2024-07-26,GBP,6930.78,6930.78,CARD,BNK149256
RCP-2024-02509,SI-2024-01486,RECEIPT,2024-07-04,GBP,6817.12,6817.12,CHEQUE,BNK912403
RCP-2024-02510,SI-2024-01487,RECEIPT,2024-06-14,EUR,16985.2,15147.55,CHEQUE,BNK843879
RCP-2024-02511,SI-2024-01488,RECEIPT,2024-07-04,USD,12254.4,8855.47,CHEQUE,BNK528374
RCP-2024-02512,SI-2024-01490,RECEIPT,2024-07-04,EUR,14382.94,12904.4,BACS,BNK369717
RCP-2024-02513,SI-2024-01492,RECEIPT,2024-07-31,EUR,28246.93,24937.6,card,BNK417174
RCP-2024-02514,SI-2024-01493,RECEIPT,2024-07-31,EUR,7153.97,6315.83,BACS,BNK847062
RCP-2024-02515,SI-2024-01494,RECEIPT,2024-07-31,EUR,5652.94,4990.66,CHEQUE,BNK473469
RCP-2024-02516,SI-2024-01497,RECEIPT,2024-07-19,GBP,8396.92,8396.92,CHEQUE,BNK650022
RCP-2024-02517,SI-2024-01498,RECEIPT,2024-07-12,GBP,2173.21,2173.21,BACS,BNK696929
RCP-2024-02518,SI-2024-01504,RECEIPT,2024-07-16,EUR,5613.7,5017.55,BACS,BNK446879
RCP-2024-02519,SI-2024-01508,RECEIPT,2024-07-26,GBP,5052.7,5052.7,CHEQUE,BNK475100
RCP-2024-02520,SI-2024-01512,RECEIPT,2024-07-31,EUR,5229.66,4616.97,BACS,BNK755097
RCP-2024-02521,SI-2024-01513,RECEIPT,2024-07-02,GBP,9442.43,9442.43,CARD,BNK794389
RCP-2024-02522,SI-2024-01517,RECEIPT,2024-07-09,GBP,14092.9,14092.9,CARD,BNK119453
RCP-2024-02523,SI-2024-01527,RECEIPT,2024-07-29,GBP,15388.46,15388.46,CHEQUE,BNK512561
RCP-2024-02524,SI-2024-01529,RECEIPT,2024-07-15,GBP,14781.98,14781.98,CARD,BNK879025
RCP-2024-02525,SI-2024-01531,RECEIPT,2024-07-22,GBP,52046.4,52046.4,BACS,BNK247980
RCP-2024-02526,SI-2024-01532,RECEIPT,2024-07-26,EUR,11523.5,10194.0,BACS,BNK751008
RCP-2024-02527,SI-2024-01533,RECEIPT,2024-07-25,GBP,13058.34,13058.34,BACS,BNK195395
RCP-2024-02528,SI-2024-01534,RECEIPT,2024-07-24,EUR,7338.54,6542.28,BACS,BNK496635
RCP-2024-02529,SI-2024-01535,RECEIPT,2024-06-14,EUR,2010.09,1792.62,BACS,BNK344193
RCP-2024-02530,SI-2024-01538,RECEIPT,2024-07-23,GBP,41836.63,41836.63,CARD,BNK847312
RCP-2024-02531,SI-2024-01539,RECEIPT,2024-07-18,GBP,38687.95,38687.95,BACS,BNK589610
RCP-2024-02532,SI-2024-01577,RECEIPT,2024-07-24,GBP,18520.86,18520.86,CARD,BNK835289
RCP-2024-02533,SI-2024-01589,RECEIPT,2024-07-18,EUR,1571.97,1401.22,BACS,BNK233296
RCP-2024-02534,SI-2024-01596,RECEIPT,2024-07-16,EUR,13371.51,11951.52,BACS,BNK817410
PAY-2024-02535,PI-2024-01020,PAYMENT,2024-07-05,GBP,2529.01,2529.01,CHEQUE,BNK514355
PAY-2024-02536,PI-2024-01022,PAYMENT,2024-07-26,GBP,86403.28,86403.28,bacs,BNK513572
PAY-2024-02537,PI-2024-01027,PAYMENT,2024-06-14,GBP,9719.09,9719.09,DD,BNK857673
PAY-2024-02538,PI-2024-01028,PAYMENT,2024-07-26,EUR,8547.48,7561.33,DD,BNK523868
PAY-2024-02539,PI-2024-01031,PAYMENT,2024-07-24,GBP,6217.74,6217.74,DD,BNK436665
PAY-2024-02540,PI-2024-01032,PAYMENT,2024-07-05,EUR,3004.79,2690.71,BACS,BNK713243
PAY-2024-02541,PI-2024-01034,PAYMENT,2024-07-19,EUR,850.01,756.86,CHEQUE,BNK145976
PAY-2024-02542,PI-2024-01035,PAYMENT,2024-07-15,GBP,5322.31,5322.31,BACS,BNK449140
PAY-2024-02543,PI-2024-01036,PAYMENT,2024-07-09,EUR,813.89,723.65,BACS,BNK984918
PAY-2024-02544,PI-2024-01037,PAYMENT,2024-06-28,EUR,2535.23,2274.44,BACS,BNK943657
PAY-2024-02545,PI-2024-01041,PAYMENT,2024-07-12,EUR,1071.14,950.72,BACS,BNK462273
PAY-2024-02546,PI-2024-01052,PAYMENT,2024-07-16,GBP,2462.3,2462.3,BACS,BNK478180
PAY-2024-02547,PI-2024-01057,PAYMENT,2024-07-26,EUR,9146.6,8091.33,BACS,BNK602889
PAY-2024-02548,PI-2024-01059,PAYMENT,2024-07-19,GBP,799.8,799.8,BACS,BNK395939
PAY-2024-02549,PI-2024-01060,PAYMENT,2024-07-12,EUR,3295.06,2924.63,BACS,BNK135719
PAY-2024-02550,PI-2024-01061,PAYMENT,2024-07-19,GBP,4280.3,4280.3,CHEQUE,BNK344669
PAY-2024-02551,PI-2024-01062,PAYMENT,2024-07-05,EUR,1629.38,1459.06,BACS,BNK770890
PAY-2024-02552,PI-2024-01064,PAYMENT,2024-07-11,GBP,587.06,587.06,BACS,BNK281312
PAY-2024-02553,PI-2024-01065,PAYMENT,2024-06-21,GBP,25542.49,25542.49,DD,BNK340461
PAY-2024-02554,PI-2024-01066,PAYMENT,2024-07-18,EUR,1166.03,1039.37,BACS,BNK701112
PAY-2024-02555,PI-2024-01067,PAYMENT,2024-07-11,EUR,11704.69,10363.6,DD,BNK386330
PAY-2024-02556,PI-2024-01068,PAYMENT,2024-06-28,USD,1642.57,1189.23,BACS,BNK742637
PAY-2024-02557,PI-2024-01069,PAYMENT,2024-07-26,EUR,20749.75,18355.79,BACS,BNK687466
PAY-2024-02558,PI-2024-01070,PAYMENT,2024-07-05,USD,447.4,323.76,DD,BNK348237
PAY-2024-02559,PI-2024-01071,PAYMENT,2024-06-19,EUR,915.94,817.71,cheque,BNK813496
PAY-2024-02560,PI-2024-01073,PAYMENT,2024-06-28,GBP,1165.5,1165.5,BACS,BNK294940
PAY-2024-02561,PI-2024-01075,PAYMENT,2024-07-05,GBP,5815.61,5815.61,BACS,BNK365762
PAY-2024-02562,PI-2024-01076,PAYMENT,2024-07-10,EUR,378.1,335.57,CHEQUE,BNK307056
PAY-2024-02563,PI-2024-01078,PAYMENT,2024-06-27,GBP,608.24,608.24,BACS,BNK656020
PAY-2024-02564,PI-2024-01080,PAYMENT,2024-07-03,EUR,18903.8,16888.14,BACS,BNK604015
PAY-2024-02565,PI-2024-01082,PAYMENT,2024-07-17,GBP,4858.84,4858.84,BACS,BNK887784
PAY-2024-02566,PI-2024-01083,PAYMENT,2024-07-12,GBP,3857.38,3857.38,BACS,BNK432008
PAY-2024-02567,PI-2024-01088,PAYMENT,2024-07-22,USD,1946.44,1382.8,BACS,BNK510907
PAY-2024-02568,PI-2024-01089,PAYMENT,2024-07-25,GBP,1547.05,1547.05,DD,BNK554994
PAY-2024-02569,PI-2024-01091,PAYMENT,2024-07-05,GBP,5633.93,5633.93,DD,BNK139154
PAY-2024-02570,PI-2024-01092,PAYMENT,2024-07-04,EUR,1119.0,1003.97,DD,BNK268507
PAY-2024-02571,PI-2024-01093,PAYMENT,2024-07-16,USD,3068.25,2154.44,CHEQUE,BNK750252
PAY-2024-02572,PI-2024-01096,PAYMENT,2024-07-25,GBP,3747.1,3747.1,BACS,BNK944573
PAY-2024-02573,PI-2024-01116,PAYMENT,2024-07-31,EUR,1534.42,1354.65,DD,BNK625548
PAY-2024-02574,PI-2024-01127,PAYMENT,2024-07-31,USD,3861.02,2760.29,BACS,BNK388438
RCP-2024-02575,SI-2024-01343,RECEIPT,2024-06-27,GBP,11525.58,11525.58,BACS,BNK186038
RCP-2024-02576,SI-2024-01346,RECEIPT,2024-08-01,GBP,17373.25,17373.25,CARD,BNK555109
RCP-2024-02577,SI-2024-01387,RECEIPT,2024-08-15,GBP,12605.02,12605.02,BACS,BNK784326
RCP-2024-02578,SI-2024-01407,RECEIPT,2024-08-01,GBP,7563.26,7563.26,BACS,BNK615471
RCP-2024-02579,SI-2024-01431,RECEIPT,2024-07-31,USD,5701.98,4076.41,CHEQUE,BNK260382
RCP-2024-02580,SI-2024-01436,RECEIPT,2024-08-22,EUR,6659.7,5720.6,CARD,BNK223502
RCP-2024-02581,SI-2024-01444,RECEIPT,2024-06-21,GBP,4826.86,4826.86,CARD,BNK728335
RCP-2024-02582,SI-2024-01448,RECEIPT,2024-08-06,GBP,6540.29,6540.29,bacs,BNK888960
RCP-2024-02583,SI-2024-01449,RECEIPT,2024-08-21,GBP,6868.64,6868.64,BACS,BNK782780
RCP-2024-02584,SI-2024-01451,RECEIPT,2024-06-27,EUR,28106.01,25107.89,BACS,BNK557921
RCP-2024-02585,SI-2024-01456,RECEIPT,2024-08-29,EUR,9076.65,7921.56,BACS,BNK140305
RCP-2024-02586,SI-2024-01464,RECEIPT,2024-08-08,EUR,8267.73,7249.23,CARD,BNK281737
RCP-2024-02587,SI-2024-01469,RECEIPT,2024-06-12,GBP,27927.77,27927.77,BACS,BNK375961
RCP-2024-02588,SI-2024-01471,RECEIPT,2024-07-31,GBP,13544.0,13544.0,BACS,BNK629660
RCP-2024-02589,SI-2024-01480,RECEIPT,2024-07-18,GBP,5798.45,5798.45,BACS,BNK289015
RCP-2024-02590,SI-2024-01485,RECEIPT,2024-08-14,EUR,9637.77,8369.01,BACS,BNK345311
RCP-2024-02591,SI-2024-01491,RECEIPT,2024-08-20,USD,6460.71,4574.9,CHEQUE,BNK356564
RCP-2024-02592,SI-2024-01499,RECEIPT,2024-07-26,GBP,23143.54,23143.54,CHEQUE,BNK114718
RCP-2024-02593,SI-2024-01502,RECEIPT,2024-07-16,GBP,10265.26,10265.26,BACS,BNK433146
RCP-2024-02594,SI-2024-01503,RECEIPT,2024-07-18,GBP,7373.11,7373.11,CHEQUE,BNK429557
RCP-2024-02595,SI-2024-01505,RECEIPT,2024-07-19,GBP,13713.77,13713.77,CARD,BNK827788
RCP-2024-02596,SI-2024-01507,RECEIPT,2024-08-16,EUR,14597.8,12639.02,BACS,BNK870217
RCP-2024-02597,SI-2024-01515,RECEIPT,2024-07-17,USD,10829.24,7607.22,BACS,BNK829753
RCP-2024-02598,SI-2024-01516,RECEIPT,2024-08-16,GBP,33993.53,33993.53,BACS,BNK924145
RCP-2024-02599,SI-2024-01518,RECEIPT,2024-08-26,GBP,18244.63,18244.63,BACS,BNK936621
RCP-2024-02600,SI-2024-01520,RECEIPT,2024-08-09,GBP,3218.72,3218.72,CHEQUE,BNK562897
RCP-2024-02601,SI-2024-01521,RECEIPT,2024-08-09,EUR,12706.0,11126.11,BACS,BNK730958
RCP-2024-02602,SI-2024-01522,RECEIPT,2024-08-09,USD,3619.85,2615.92,BACS,BNK975879
RCP-2024-02603,SI-2024-01523,RECEIPT,2024-08-20,GBP,8016.17,8016.17,BACS,BNK416583
RCP-2024-02604,SI-2024-01524,RECEIPT,2024-08-28,EUR,5454.4,4753.83,BACS,BNK211516
RCP-2024-02605,SI-2024-01525,RECEIPT,2024-08-16,GBP,5263.38,5263.38,card,BNK667911
RCP-2024-02606,SI-2024-01526,RECEIPT,2024-07-19,GBP,39410.05,39410.05,BACS,BNK508448
RCP-2024-02607,SI-2024-01528,RECEIPT,2024-07-30,GBP,36770.81,36770.81,BACS,BNK963600
RCP-2024-02608,SI-2024-01542,RECEIPT,2024-07-29,EUR,4977.31,4377.04,CARD,BNK241528
RCP-2024-02609,SI-2024-01544,RECEIPT,2024-07-26,USD,50046.67,35679.67,BACS,BNK115740
RCP-2024-02610,SI-2024-01545,RECEIPT,2024-08-05,GBP,14274.58,14274.58,CHEQUE,BNK192910
RCP-2024-02611,SI-2024-01547,RECEIPT,2024-08-01,GBP,9817.01,9817.01,CARD,BNK168058
RCP-2024-02612,SI-2024-01550,RECEIPT,2024-07-19,GBP,8791.48,8791.48,BACS,BNK894409
RCP-2024-02613,SI-2024-01551,RECEIPT,2024-08-23,USD,8651.2,6160.46,BACS,BNK460753
RCP-2024-02614,SI-2024-01554,RECEIPT,2024-08-09,GBP,20007.64,20007.64,CARD,BNK603055
RCP-2024-02615,SI-2024-01555,RECEIPT,2024-08-27,EUR,9402.0,8179.36,BACS,BNK796171
RCP-2024-02616,SI-2024-01556,RECEIPT,2024-08-07,EUR,17924.96,15736.07,BACS,BNK901117
RCP-2024-02617,SI-2024-01558,RECEIPT,2024-08-16,GBP,10668.55,10668.55,CARD,BNK553158
RCP-2024-02618,SI-2024-01564,RECEIPT,2024-08-09,EUR,7595.26,6650.85,BACS,BNK491316
RCP-2024-02619,SI-2024-01565,RECEIPT,2024-08-15,EUR,13824.08,11998.35,CARD,BNK681661
RCP-2024-02620,SI-2024-01566,RECEIPT,2024-08-07,GBP,20235.89,20235.89,BACS,BNK904196
RCP-2024-02621,SI-2024-01567,RECEIPT,2024-08-06,GBP,8354.99,8354.99,BACS,BNK518719
RCP-2024-02622,SI-2024-01569,RECEIPT,2024-08-20,GBP,16000.68,16000.68,BACS,BNK161058
RCP-2024-02623,SI-2024-01570,RECEIPT,2024-08-02,GBP,10282.01,10282.01,BACS,BNK800260
RCP-2024-02624,SI-2024-01571,RECEIPT,2024-08-27,GBP,16574.12,16574.12,CHEQUE,BNK445584
RCP-2024-02625,SI-2024-01573,RECEIPT,2024-08-23,GBP,11981.72,11981.72,BACS,BNK397706
RCP-2024-02626,SI-2024-01574,RECEIPT,2024-08-02,USD,21977.57,15681.48,BACS,BNK383529
RCP-2024-02627,SI-2024-01576,RECEIPT,2024-08-27,EUR,7919.26,6889.44,BACS,BNK400716
RCP-2024-02628,SI-2024-01578,RECEIPT,2024-08-09,EUR,10239.05,8965.91,card,BNK730552
RCP-2024-02629,SI-2024-01582,RECEIPT,2024-08-22,GBP,10671.2,10671.2,CHEQUE,BNK359916
RCP-2024-02630,SI-2024-01584,RECEIPT,2024-08-01,GBP,5676.56,5676.56,BACS,BNK606971
RCP-2024-02631,SI-2024-01593,RECEIPT,2024-08-14,GBP,5759.16,5759.16,CARD,BNK750977
RCP-2024-02632,SI-2024-01595,RECEIPT,2024-08-30,GBP,7582.0,7582.0,CHEQUE,BNK657014
PAY-2024-02633,PI-2024-01025,PAYMENT,2024-08-02,GBP,4673.94,4673.94,DD,BNK860917
PAY-2024-02634,PI-2024-01026,PAYMENT,2024-08-09,EUR,716.48,627.39,BACS,BNK567942
PAY-2024-02635,PI-2024-01040,PAYMENT,2024-07-18,GBP,3173.93,3173.93,BACS,BNK463335
PAY-2024-02636,PI-2024-01056,PAYMENT,2024-08-02,GBP,851.98,851.98,BACS,BNK812235
PAY-2024-02637,PI-2024-01058,PAYMENT,2024-07-25,GBP,1080.94,1080.94,DD,BNK338874
PAY-2024-02638,PI-2024-01063,PAYMENT,2024-08-08,GBP,1114.87,1114.87,CHEQUE,BNK131119
PAY-2024-02639,PI-2024-01072,PAYMENT,2024-07-12,EUR,2388.75,2120.21,BACS,BNK259712
